Mod:Item:MetaData, Localized Name
ageofweapons:upgrade_bby, Sapphire Upgrade
ageofweapons:axe_blade_withered, Withered Axe Blade
ageofweapons:axe_blade_diamond, Diamond Axe Blade
ageofweapons:axe_blade_gold, Golden Axe Blade
ageofweapons:axe_blade_iron, Iron Axe Blade
ageofweapons:axe_blade_stone, Stone Axe Blade
ageofweapons:axe_blade_wood, Wooden Axe Blade
ageofweapons:sword_blade_withered, Withered Sword Blade
ageofweapons:sword_blade_diamond, Diamond Sword Blade
ageofweapons:sword_blade_gold, Golden Sword Blade
ageofweapons:sword_blade_iron, Iron Sword Blade
ageofweapons:sword_blade_stone, Stone Sword Blade
ageofweapons:sword_blade_wood, Wooden Sword Blade
ageofweapons:broad_blade_withered, Withered Broad Blade
ageofweapons:broad_blade_diamond, Diamond Broad Blade
ageofweapons:broad_blade_gold, Golden Broad Blade
ageofweapons:broad_blade_iron, Iron Broad Blade
ageofweapons:broad_blade_stone, Stone Broad Blade
ageofweapons:broad_blade_wood, Wooden Broad Blade
ageofweapons:sword_handle, Sword Handle
ageofweapons:iron_stick, Iron Stick
ageofweapons:iron_longstick, Iron Longstick
ageofweapons:wood_longstick, Wooden Longstick
ageofweapons:lumber, Lumber
ageofweapons:ruby, Ruby
ageofweapons:sapphire, Sapphire
ageofweapons:amethyst, Amethyst
ageofweapons:topaz, Topaz
ageofweapons:amber, Amber
ageofweapons:withered_iron_ingot, Withered Iron Ingot
ageofweapons:toxin, Toxin
ageofweapons:radioactive_toxin, Radioactive Toxin
ageofweapons:diamond_shard, Diamond Shard
ageofweapons:emerald_shard, Emerald Shard
ageofweapons:ruby_shard, Ruby Shard
ageofweapons:sapphire_shard, Sapphire Shard
ageofweapons:amethyst_shard, Amethyst Shard
ageofweapons:topaz_shard, Topaz Shard
ageofweapons:gold_shard, Gold Shard
ageofweapons:iron_shard, Iron Shard
ageofweapons:stone_shard, Stone Shard
ageofweapons:withered_iron_shard, Withered Iron Shard
ageofweapons:glass_shard, Glass Shard
ageofweapons:cloth, Cloth
ageofweapons:wither_dust, Wither Dust
ageofweapons:hammer, Hammer
ageofweapons:tank_flame, Tank (Fire)
ageofweapons:tank_poison, Tank (Poison)
ageofweapons:tank_water, Tank (Water)
ageofweapons:machine_case, Machine Case
ageofweapons:concentrated_gunpowder, Concentrated Gunpowder
ageofweapons:ammo_small, Small Ammo
ageofweapons:ammo_big, Big Ammo
ageofweapons:ammo_bundle_small, Small Ammo Bundle
ageofweapons:ammo_bundle_big, Big Ammo Bundle
ageofweapons:magazine_small, Small Magazine
ageofweapons:magazine_long, Long Magazine
ageofweapons:magazine_big, Big Magazine
ageofweapons:magazine_drum, Magazine Drum
ageofweapons:shotgun_ammo, Red Shotgun Ammo
ageofweapons:shotgun_ammo2, Blue Shotgun Ammo
ageofweapons:rock, Rock
ageofweapons:hand_ax_stone, Hand Ax
ageofweapons:caveman_knive_stone, Caveman Stone Knive
ageofweapons:caveman_knive_bone, Caveman Bone Knive
ageofweapons:wood_cudgel, Wooden Cudgel
ageofweapons:stone_cudgel, Stone Cudgel
ageofweapons:ax, Ax
ageofweapons:throw_wood, Throw Wood
ageofweapons:caveman_spear, Caveman Spear
ageofweapons:caveman_helmet, Caveman Cap
ageofweapons:caveman_chestplate, Caveman Tunic
ageofweapons:caveman_leggings, Caveman Pants
ageofweapons:caveman_boots, Caveman Boots
ageofweapons:knive_wood, Wooden Knive
ageofweapons:knive_stone, Stone Knive
ageofweapons:knive_iron, Iron Knive
ageofweapons:knive_gold, Golden Knive
ageofweapons:knive_diamond, Diamond Knive
ageofweapons:dagger_wood, Wooden Dagger
ageofweapons:dagger_stone, Stone Dagger
ageofweapons:dagger_iron, Iron Dagger
ageofweapons:dagger_gold, Golden Dagger
ageofweapons:dagger_diamond, Diamond Dagger
ageofweapons:skewer_wood, Wooden Skewer
ageofweapons:skewer_stone, Stone Skewer
ageofweapons:skewer_iron, Iron Skewer
ageofweapons:skewer_gold, Golden Skewer
ageofweapons:skewer_diamond, Diamond Skewer
ageofweapons:recurve_bow, Recurve Bow
ageofweapons:battle_axe_wood, Wooden Battle Axe
ageofweapons:battle_axe_stone, Stone Battle Axe
ageofweapons:battle_axe_iron, Iron Battle Axe
ageofweapons:battle_axe_gold, Golden Battle Axe
ageofweapons:battle_axe_diamond, Diamond Battle Axe
ageofweapons:flail_stone, Stone Flail
ageofweapons:flail_iron, Iron Flail
ageofweapons:flail_gold, Golden Flail
ageofweapons:flail_diamond, Diamond Flail
ageofweapons:halbert_wood, Wooden Halbert
ageofweapons:halbert_stone, Stone Halbert
ageofweapons:halbert_iron, Iron Halbert
ageofweapons:halbert_gold, Golden Halbert
ageofweapons:halbert_diamond, Diamond Halbert
ageofweapons:longsword_wood, Wooden Longsword
ageofweapons:longsword_stone, Stone Longsword
ageofweapons:longsword_iron, Iron Longsword
ageofweapons:longsword_gold, Golden Longsword
ageofweapons:longsword_diamond, Diamond Longsword
ageofweapons:spear_wood, Wooden Spear
ageofweapons:spear_stone, Stone Spear
ageofweapons:spear_iron, Iron Spear
ageofweapons:spear_gold, Golden Spear
ageofweapons:spear_diamond, Diamond Spear
ageofweapons:trident_wood, Wooden Trident
ageofweapons:trident_stone, Stone Trident
ageofweapons:trident_iron, Iron Trident
ageofweapons:trident_gold, Golden Trident
ageofweapons:trident_diamond, Diamond Trident
ageofweapons:war_axe_wood, Wooden War Axe
ageofweapons:war_axe_stone, Stone War Axe
ageofweapons:war_axe_iron, Iron War Axe
ageofweapons:war_axe_gold, Golden War Axe
ageofweapons:war_axe_diamond, Diamond War Axe
ageofweapons:war_hammer_wood, Wooden War Hammer
ageofweapons:war_hammer_stone, Stone War Hammer
ageofweapons:war_hammer_iron, Iron War Hammer
ageofweapons:war_hammer_gold, Golden War Hammer
ageofweapons:war_hammer_diamond, Diamond War Hammer
ageofweapons:longbow, Longbow
ageofweapons:crossbow, Crossbow
ageofweapons:scythe_wood, Wooden Scythe
ageofweapons:scythe_stone, Stone Scythe
ageofweapons:scythe_iron, Iron Scythe
ageofweapons:scythe_gold, Golden Scythe
ageofweapons:scythe_diamond, Diamond Scythe
ageofweapons:lance_wood, Wooden Lance
ageofweapons:lance_stone, Stone Lance
ageofweapons:lance_iron, Iron Lance
ageofweapons:lance_gold, Golden Lance
ageofweapons:lance_diamond, Diamod Lance
ageofweapons:heavy_staff_wood, Wooden Heavy Staff
ageofweapons:heavy_staff_stone, Stone Heavy Staff
ageofweapons:heavy_staff_iron, Iron Heavy Staff
ageofweapons:heavy_staff_gold, Golden Heavy Staff
ageofweapons:heavy_staff_diamond, Diamond Heavy Staff
ageofweapons:multi_tool_wood, Wooden Multi Tool
ageofweapons:multi_tool_stone, Stone Multi Tool
ageofweapons:multi_tool_iron, Iron Multi Tool
ageofweapons:multi_tool_gold, Golden Mutli Tool
ageofweapons:multi_tool_diamond, Diamond Multi Tool
ageofweapons:dynamite, Dynamite
ageofweapons:compound_bow, Compound Bow
ageofweapons:old_ammo, Old Ammo
ageofweapons:old_shotgun_ammo, Old Shotgun Ammo
ageofweapons:cannonball, Cannonball
ageofweapons:pebble, Pebble
ageofweapons:wood_shard, Wood Shard
ageofweapons:barrel, Barrel
ageofweapons:blank_gun, Blank Gun
ageofweapons:blank_rifle, Blank Rifle
ageofweapons:gun_handle, Gun Handle
ageofweapons:haft_iron, Iron Haft
ageofweapons:haft_wood, Wooden Haft
ageofweapons:visor, Visor
ageofweapons:nails, Nails
ageofweapons:nails_toxic, Toxic Nails
ageofweapons:soldier_helmet, Soldier Helmet
ageofweapons:soldier_chestplate, Soldier Chestplate
ageofweapons:soldier_leggings, Soldier Leggings
ageofweapons:soldier_boots, Soldier Boots
ageofweapons:mystic_knive, Mystic Knive
ageofweapons:pufferfish_stick, Pufferfish on a stick
ageofweapons:scepter_changing, Scepter of Changing
ageofweapons:scepter_unholy, Unholy Scepter
ageofweapons:wand_basic, Basic Wand
ageofweapons:wand_nether, Nether Wand
ageofweapons:wand_aether, Aether Wand
ageofweapons:wand_holy, Holy Wand
ageofweapons:wand_curse, Curse Wand
ageofweapons:wand_maelstrom, Maelstrom Wand
ageofweapons:wand_storm, Storm Wand
ageofweapons:warhorn_defensive, Defensive Warhorn
ageofweapons:warhorn_offensive, Offensive Warhorn
ageofweapons:claw_wood, Wooden Claw
ageofweapons:claw_stone, Stone Claw
ageofweapons:claw_iron, Iron Claw
ageofweapons:claw_gold, Golden Claw
ageofweapons:claw_diamond, Diamond Claw
ageofweapons:claw_sword_wood, Wooden Claw Sword
ageofweapons:claw_sword_stone, Stone Claw Sword
ageofweapons:claw_sword_iron, Iron Claw Sword
ageofweapons:claw_sword_gold, Golden Claw Sword
ageofweapons:claw_sword_diamond, Diamond Claw Sword
ageofweapons:claymore_wood, Wooden Claymore
ageofweapons:claymore_stone, Stone Claymore
ageofweapons:claymore_iron, Iron Claymore
ageofweapons:claymore_gold, Golden Claymore
ageofweapons:claymore_diamond, Diamond Claymore
ageofweapons:long_claymore_wood, Long Wooden Claymore
ageofweapons:long_claymore_stone, Long Stone Claymore
ageofweapons:long_claymore_iron, Long Iron Claymore
ageofweapons:long_claymore_gold, Long Golden Claymore
ageofweapons:long_claymore_diamond, Long Diamond Claymore
ageofweapons:fantasy_sword_wood, Wooden Dragonslayer Sword
ageofweapons:fantasy_sword_stone, Stone Dragonslayer Sword
ageofweapons:fantasy_sword_iron, Iron Dragonslayer Sword
ageofweapons:fantasy_sword_gold, Golden Dragonslayer Sword
ageofweapons:fantasy_sword_diamond, Diamond Dragonslayer Sword
ageofweapons:light_bow, Light Bow
ageofweapons:shadow_bow, Shadow Bow
ageofweapons:baton_wood, Wooden Baton
ageofweapons:baton_iron, Iron Baton
ageofweapons:blowgun, Blowgun
ageofweapons:katana_wood, Wooden Katana
ageofweapons:katana_stone, Stone Katana
ageofweapons:katana_iron, Iron Katana
ageofweapons:katana_gold, Golden Katana
ageofweapons:katana_diamond, Diamond Katana
ageofweapons:throwing_knive_iron, Iron Throwing Knive
ageofweapons:throwing_knive_gold, Golden Throwing Knive
ageofweapons:throwing_knive_diamond, Diamond Throwing Knive
ageofweapons:throwing_star, Throwing Star
ageofweapons:kunai, Kunai
ageofweapons:ninjato_wood, Wooden Ninjatō
ageofweapons:ninjato_stone, Stone Ninjatō
ageofweapons:ninjato_iron, Iron Ninjatō
ageofweapons:ninjato_gold, Golden Ninjatō
ageofweapons:ninjato_diamond, Diamond Ninjatō
ageofweapons:nunchuck_wood, Wooden Nunchuck
ageofweapons:nunchuck_iron, Iron Nunchuck
ageofweapons:lash, Lash
ageofweapons:assassin_helmet, Assassin Cap
ageofweapons:assassin_chestplate, Assassin Tunic
ageofweapons:assassin_leggings, Assassin Pants
ageofweapons:assassin_boots, Assassin Boots
ageofweapons:ninja_helmet, Ninja Cap
ageofweapons:ninja_chestplate, Ninja Tunic
ageofweapons:ninja_leggings, Ninja Pants
ageofweapons:ninja_boots, Ninja Boots
ageofweapons:field_glasses, Field Glasses
ageofweapons:night_vision_goggles, Night Vision Goggles
ageofweapons:taser, Taser
ageofweapons:flame_thrower, Flamethrower
ageofweapons:industrial_miner, Industrial Miner
ageofweapons:industrial_excavator, Industrial Excavator
ageofweapons:grenade, Grenade
ageofweapons:grenade_frag, Frag Grenade
ageofweapons:grenade_poison, Poison Grenade
ageofweapons:grenade_smoke, Smoke Grenade
ageofweapons:molotov_cocktail, Molotov cocktail
ageofweapons:modern_soldier_helmet, Spec Ops Helmet
ageofweapons:modern_soldier_chestplate, Spec Ops Chestplate
ageofweapons:modern_soldier_leggings, Spec Ops Leggings
ageofweapons:modern_soldier_boots, Spec Ops Boots
ageofweapons:poison_thrower, Poisonthrower
ageofweapons:water_thrower, Portable Waterthrower
ageofweapons:industrial_multi_tool, Industrial Multi Tool
ageofweapons:imploder, Imploder
ageofweapons:future_soldier_helmet, Robot Soldier Helmet
ageofweapons:future_soldier_chestplate, Robot Soldier Chestplate
ageofweapons:future_soldier_leggings, Robot Soldier Leggings
ageofweapons:future_soldier_boots, Robot Soldier Boots
ageofweapons:master_helmet, Master Helmet
ageofweapons:master_chestplate, Master Chestplate
ageofweapons:master_leggings, Master Leggings
ageofweapons:master_boots, Master Boots
ageofweapons:master_axe, Master Axe
ageofweapons:master_pickaxe, Master Pickaxe
ageofweapons:master_shovel, Master Shovel
ageofweapons:master_sword, Master Sword
ageofweapons:legendary_sword, Legendary Sword
ageofweapons:epic_katana, Rex's Katana
ageofweapons:epic_waraxe, Steve's Waraxe
ageofweapons:epic_battle_axe, JSQ's Battle Axe
ageofweapons:herobrine_bow, Herobrine's Bow
ageofweapons:herobrine_sword, Herobrine's Sword
ageofweapons:paradox_staff, Paradox Staff
ageofweapons:sentinel_glave, Sentinel Glave
ageofweapons:cast_net, Cast Net
ageofweapons:grappling_iron, Grappling Iron
ageofweapons:grappling_hook, Grappling Hook
ageofweapons:harpoon, Harpoon
ageofweapons:telescope, Telescope
ageofweapons:machete_wood, Wooden Machete
ageofweapons:machete_stone, Stone Machete
ageofweapons:machete_iron, Iron Machete
ageofweapons:machete_gold, Golden Machete
ageofweapons:machete_diamond, Diamond Machete
ageofweapons:saber_wood, Wooden Saber
ageofweapons:saber_stone, Stone Saber
ageofweapons:saber_iron, Iron Saber
ageofweapons:saber_gold, Golden Saber
ageofweapons:saber_diamond, Diamond Saber
aquaculture:fishing_rod, Wooden Fishing Rod
aquaculture:iron_fishing_rod, Iron Fishing Rod
aquaculture:gold_fishing_rod, Golden Fishing Rod
aquaculture:diamond_fishing_rod, Diamond Fishing Rod
aquaculture:admin_fishing_rod, Admin Fishing Rod
aquaculture:loot:0, Driftwood
aquaculture:loot:1, Neptunium Ingot
aquaculture:loot:2, Tin Can
aquaculture:loot:3, Message In A Bottle
aquaculture:loot:4, Box
aquaculture:loot:5, Lockbox
aquaculture:loot:6, Treasure Chest
aquaculture:loot:7, Neptune's Bounty
aquaculture:food:0, Seaweed
aquaculture:food:1, Algae
aquaculture:food:2, Raw Whale Steak
aquaculture:food:3, Raw Fish Fillet
aquaculture:food:4, Cooked Fish Fillet
aquaculture:food:5, Cooked Whale Steak
aquaculture:food:6, Cooked Whale Burger
aquaculture:food:7, Frog Legs
aquaculture:food:8, Cooked Frog Legs
aquaculture:food:9, Turtle Soup
aquaculture:food:10, Sushi
aquaculture:neptunium_pickaxe, Neptunium Pickaxe
aquaculture:neptunium_shovel, Neptunium Shovel
aquaculture:neptunium_axe, Neptunium Axe
aquaculture:neptunium_hoe, Neptunium Hoe
aquaculture:neptunium_sword, Neptunium Sword
aquaculture:neptunium_helmet, Neptunium Helmet
aquaculture:neptunium_chestplate, Neptunium Chestplate
aquaculture:neptunium_leggings, Neptunium Leggings
aquaculture:neptunium_boots, Neptunium Boots
aquaculture:fish:0, Bluegill
aquaculture:fish:1, Perch
aquaculture:fish:2, Gar
aquaculture:fish:3, Bass
aquaculture:fish:4, Muskellunge
aquaculture:fish:5, Brown Trout
aquaculture:fish:6, Catfish
aquaculture:fish:7, Carp
aquaculture:fish:8, Blowfish
aquaculture:fish:9, Red Grouper
aquaculture:fish:10, Salmon
aquaculture:fish:11, Tuna
aquaculture:fish:12, Sword Fish
aquaculture:fish:13, Shark
aquaculture:fish:14, Whale
aquaculture:fish:15, Squid
aquaculture:fish:16, Jellyfish
aquaculture:fish:17, Frog
aquaculture:fish:18, Turtle
aquaculture:fish:19, Leech
aquaculture:fish:20, Pirahna
aquaculture:fish:21, Electric Eel
aquaculture:fish:22, Tambaqui
aquaculture:fish:23, Arapaima
aquaculture:fish:24, Cod
aquaculture:fish:25, Pollock
aquaculture:fish:26, Herring
aquaculture:fish:27, Halibut
aquaculture:fish:28, Pink Salmon
aquaculture:fish:29, Rainbow Trout
aquaculture:fish:30, Blackfish
aquaculture:fish:31, Capitaine
aquaculture:fish:32, Boulti
aquaculture:fish:33, Bagrid
aquaculture:fish:34, Syndontis
aquaculture:fish:35, Red Shrooma
aquaculture:fish:36, Brown Shrooma
aquaculture:fish:37, Goldfish
aquaculture:fish:38, Fish Bones
thermalfoundation:ore:0, Copper Ore
thermalfoundation:ore:1, Tin Ore
thermalfoundation:ore:2, Silver Ore
thermalfoundation:ore:3, Lead Ore
thermalfoundation:ore:4, Aluminum Ore
thermalfoundation:ore:5, Nickel Ore
thermalfoundation:ore:6, Platinum Ore
thermalfoundation:ore:7, Iridium Ore
thermalfoundation:ore:8, Mana Infused Ore
thermalfoundation:ore_fluid:0, Oil Sand
thermalfoundation:ore_fluid:1, Oil Shale
thermalfoundation:ore_fluid:2, Destabilized Redstone Ore
thermalfoundation:ore_fluid:3, Energized Netherrack
thermalfoundation:ore_fluid:4, Resonant End Stone
thermalfoundation:ore_fluid:5, Oil Sand
thermalfoundation:storage:0, Block of Copper
thermalfoundation:storage:1, Block of Tin
thermalfoundation:storage:2, Block of Silver
thermalfoundation:storage:3, Block of Lead
thermalfoundation:storage:4, Block of Aluminum
thermalfoundation:storage:5, Block of Nickel
thermalfoundation:storage:6, Block of Platinum
thermalfoundation:storage:7, Block of Iridium
thermalfoundation:storage:8, Block of Mana Infused Metal
thermalfoundation:storage_alloy:0, Block of Steel
thermalfoundation:storage_alloy:1, Block of Electrum
thermalfoundation:storage_alloy:2, Block of Invar
thermalfoundation:storage_alloy:3, Block of Bronze
thermalfoundation:storage_alloy:4, Block of Constantan
thermalfoundation:storage_alloy:5, Block of Signalum
thermalfoundation:storage_alloy:6, Block of Lumium
thermalfoundation:storage_alloy:7, Block of Enderium
thermalfoundation:storage_resource:0, Block of Charcoal
thermalfoundation:storage_resource:1, Block of Coal Coke
thermalfoundation:glass:0, Hardened Copper Glass
thermalfoundation:glass:1, Hardened Tin Glass
thermalfoundation:glass:2, Hardened Silver Glass
thermalfoundation:glass:3, Hardened Glass
thermalfoundation:glass:4, Hardened Aluminum Glass
thermalfoundation:glass:5, Hardened Nickel Glass
thermalfoundation:glass:6, Hardened Platinum Glass
thermalfoundation:glass:7, Hardened Iridium Glass
thermalfoundation:glass:8, Hardened Mana Infused Glass
thermalfoundation:glass_alloy:0, Hardened Steel Glass
thermalfoundation:glass_alloy:1, Hardened Electrum Glass
thermalfoundation:glass_alloy:2, Hardened Invar Glass
thermalfoundation:glass_alloy:3, Hardened Bronze Glass
thermalfoundation:glass_alloy:4, Hardened Constantan Glass
thermalfoundation:glass_alloy:5, Hardened Signalum Glass
thermalfoundation:glass_alloy:6, Hardened Lumium Glass
thermalfoundation:glass_alloy:7, Hardened Enderium Glass
thermalfoundation:rockwool:0, Black Rockwool
thermalfoundation:rockwool:1, Red Rockwool
thermalfoundation:rockwool:2, Green Rockwool
thermalfoundation:rockwool:3, Brown Rockwool
thermalfoundation:rockwool:4, Blue Rockwool
thermalfoundation:rockwool:5, Purple Rockwool
thermalfoundation:rockwool:6, Cyan Rockwool
thermalfoundation:rockwool:7, Light Gray Rockwool
thermalfoundation:rockwool:8, Gray Rockwool
thermalfoundation:rockwool:9, Pink Rockwool
thermalfoundation:rockwool:10, Lime Rockwool
thermalfoundation:rockwool:11, Yellow Rockwool
thermalfoundation:rockwool:12, Light Blue Rockwool
thermalfoundation:rockwool:13, Magenta Rockwool
thermalfoundation:rockwool:14, Orange Rockwool
thermalfoundation:rockwool:15, White Rockwool
thermalfoundation:wrench:0, Crescent Hammer
thermalfoundation:meter:0, Multimeter
thermalfoundation:upgrade:0, Hardened Upgrade Kit
thermalfoundation:upgrade:1, Reinforced Upgrade Kit
thermalfoundation:upgrade:2, Signalum Upgrade Kit
thermalfoundation:upgrade:3, Resonant Upgrade Kit
thermalfoundation:upgrade:33, Reinforced Conversion Kit
thermalfoundation:upgrade:34, Signalum Conversion Kit
thermalfoundation:upgrade:35, Resonant Conversion Kit
thermalfoundation:upgrade:256, Creative Conversion Kit
thermalfoundation:security:0, Signalum Security Lock
thermalfoundation:diagram_redprint, Redprint
thermalfoundation:tome_lexicon, Forge Lexicon
